日期,宠主ID,宠主姓名,宠物类型,服务项目,消费金额,医生,客户来源
2025-02-03,C02746,客户2746,猫,疫苗,109,李医生,新客户
2025-02-03,C02752,客户2752,猫,体检,220,王医生,新客户
2025-02-03,C03121,客户3121,狗,绝育,384,张医生,新客户
2025-02-03,C02739,客户2739,狗,疫苗,125,张医生,新客户
2025-02-03,C03791,客户3791,狗,绝育,376,王医生,新客户
2025-02-03,C03005,客户3005,猫,看病,611,王医生,老客户
2025-02-03,C02807,客户2807,猫,绝育,557,张医生,新客户
2025-02-03,C03969,客户3969,狗,洗护,108,李医生,老客户
2025-02-04,C02709,客户2709,狗,看病,520,刘医生,新客户
2025-02-04,C03207,客户3207,狗,疫苗,96,王医生,老客户
2025-02-04,C03521,客户3521,猫,洗护,220,陈医生,老客户
2025-02-04,C03185,客户3185,猫,疫苗,114,陈医生,老客户
2025-02-04,C03874,客户3874,猫,看病,657,李医生,新客户
2025-02-04,C03218,客户3218,猫,疫苗,122,李医生,新客户
2025-02-04,C03584,客户3584,其他,疫苗,116,陈医生,新客户
2025-02-04,C03302,客户3302,狗,看病,696,刘医生,老客户
2025-02-04,C03938,客户3938,猫,看病,326,王医生,新客户
2025-02-04,C03492,客户3492,猫,疫苗,148,张医生,新客户
2025-02-04,C02903,客户2903,狗,体检,224,刘医生,新客户
2025-02-04,C03485,客户3485,猫,疫苗,83,张医生,新客户
2025-02-04,C02799,客户2799,狗,疫苗,102,刘医生,老客户
2025-02-04,C02794,客户2794,狗,绝育,428,陈医生,新客户
2025-02-04,C03085,客户3085,猫,疫苗,105,张医生,新客户
2025-02-05,C03173,客户3173,其他,疫苗,112,李医生,老客户
2025-02-05,C03769,客户3769,狗,疫苗,129,李医生,新客户
2025-02-05,C02916,客户2916,狗,看病,655,王医生,新客户
2025-02-05,C03369,客户3369,其他,疫苗,124,张医生,新客户
2025-02-05,C03289,客户3289,狗,绝育,475,张医生,新客户
2025-02-05,C03590,客户3590,猫,看病,287,李医生,老客户
2025-02-05,C03896,客户3896,狗,疫苗,103,陈医生,新客户
2025-02-05,C03978,客户3978,狗,洗护,135,王医生,新客户
2025-02-06,C03554,客户3554,猫,体检,240,王医生,老客户
2025-02-06,C03792,客户3792,猫,体检,174,王医生,新客户
2025-02-06,C03822,客户3822,猫,疫苗,116,刘医生,新客户
2025-02-06,C03057,客户3057,猫,洗护,183,王医生,新客户
2025-02-06,C03671,客户3671,狗,绝育,378,李医生,新客户
2025-02-06,C03215,客户3215,狗,疫苗,115,张医生,老客户
2025-02-06,C02799,客户2799,狗,疫苗,119,张医生,新客户
2025-02-06,C03930,客户3930,猫,疫苗,90,张医生,新客户
2025-02-06,C04000,客户4000,猫,绝育,323,王医生,新客户
2025-02-06,C03085,客户3085,猫,绝育,539,王医生,新客户
2025-02-06,C03707,客户3707,狗,绝育,523,李医生,新客户
2025-02-07,C03813,客户3813,狗,洗护,162,李医生,新客户
2025-02-07,C03915,客户3915,猫,看病,535,刘医生,新客户
2025-02-07,C02975,客户2975,猫,疫苗,117,陈医生,老客户
2025-02-07,C03584,客户3584,猫,洗护,180,张医生,老客户
2025-02-07,C03618,客户3618,猫,疫苗,138,王医生,新客户
2025-02-07,C03769,客户3769,猫,洗护,202,李医生,新客户
2025-02-07,C02732,客户2732,猫,绝育,513,刘医生,新客户
2025-02-07,C03683,客户3683,猫,洗护,125,王医生,老客户
2025-02-07,C03360,客户3360,猫,疫苗,147,张医生,老客户
2025-02-07,C03828,客户3828,猫,洗护,231,张医生,新客户
2025-02-07,C03359,客户3359,狗,体检,209,刘医生,老客户
2025-02-07,C03967,客户3967,猫,体检,193,王医生,新客户
2025-02-07,C02814,客户2814,猫,体检,176,张医生,新客户
2025-02-07,C03519,客户3519,猫,疫苗,85,张医生,老客户
2025-02-07,C03796,客户3796,狗,疫苗,149,刘医生,老客户
2025-02-08,C03862,客户3862,狗,疫苗,142,刘医生,新客户
2025-02-08,C03359,客户3359,狗,疫苗,121,刘医生,新客户
2025-02-08,C03801,客户3801,狗,绝育,587,李医生,老客户
2025-02-08,C02954,客户2954,猫,疫苗,140,李医生,新客户
2025-02-08,C02910,客户2910,狗,看病,484,刘医生,新客户
2025-02-08,C03028,客户3028,狗,看病,580,王医生,新客户
2025-02-08,C03860,客户3860,狗,看病,297,张医生,新客户
2025-02-08,C02785,客户2785,猫,绝育,492,王医生,老客户
2025-02-08,C03349,客户3349,猫,疫苗,100,张医生,老客户
2025-02-08,C02887,客户2887,狗,体检,312,陈医生,新客户
2025-02-08,C03418,客户3418,猫,疫苗,94,李医生,老客户
2025-02-08,C03399,客户3399,猫,洗护,207,张医生,新客户
2025-02-09,C02753,客户2753,猫,疫苗,92,张医生,老客户
2025-02-09,C02890,客户2890,猫,体检,319,刘医生,新客户
2025-02-09,C03141,客户3141,狗,绝育,518,张医生,老客户
2025-02-09,C02978,客户2978,狗,看病,635,李医生,新客户
2025-02-09,C03381,客户3381,猫,看病,651,陈医生,新客户
2025-02-09,C03152,客户3152,狗,疫苗,145,李医生,新客户
2025-02-09,C03401,客户3401,狗,洗护,185,刘医生,新客户
2025-02-09,C03466,客户3466,其他,疫苗,116,李医生,新客户
2025-02-09,C02703,客户2703,猫,疫苗,105,张医生,新客户
2025-02-10,C02744,客户2744,猫,看病,333,张医生,老客户
2025-02-10,C02861,客户2861,猫,看病,291,张医生,老客户
2025-02-10,C03820,客户3820,猫,看病,738,张医生,新客户
2025-02-10,C03639,客户3639,狗,疫苗,84,张医生,新客户
2025-02-10,C03874,客户3874,其他,绝育,447,张医生,新客户
2025-02-10,C02754,客户2754,猫,洗护,194,李医生,新客户
2025-02-10,C03130,客户3130,猫,疫苗,128,刘医生,新客户
2025-02-10,C03934,客户3934,其他,看病,796,王医生,新客户
2025-02-10,C03034,客户3034,狗,疫苗,134,王医生,老客户
2025-02-10,C03463,客户3463,猫,疫苗,107,李医生,新客户
2025-02-10,C03473,客户3473,狗,看病,622,王医生,新客户
2025-02-10,C02765,客户2765,猫,疫苗,122,陈医生,新客户
2025-02-10,C03644,客户3644,猫,看病,664,王医生,新客户
2025-02-10,C03548,客户3548,猫,体检,242,李医生,老客户
2025-02-10,C03426,客户3426,猫,疫苗,106,李医生,老客户
2025-02-11,C02785,客户2785,猫,体检,167,刘医生,新客户
2025-02-11,C03166,客户3166,猫,体检,256,刘医生,新客户
2025-02-11,C02842,客户2842,狗,疫苗,145,李医生,老客户
2025-02-11,C03955,客户3955,狗,绝育,413,李医生,老客户
2025-02-11,C03875,客户3875,猫,绝育,593,刘医生,新客户
2025-02-11,C03839,客户3839,狗,疫苗,139,李医生,新客户
2025-02-11,C03411,客户3411,猫,看病,395,张医生,老客户
2025-02-11,C03441,客户3441,狗,看病,558,刘医生,老客户
2025-02-11,C03803,客户3803,狗,洗护,155,刘医生,老客户
2025-02-11,C03449,客户3449,狗,洗护,237,李医生,新客户
2025-02-11,C03305,客户3305,猫,绝育,427,刘医生,新客户
2025-02-11,C02943,客户2943,其他,洗护,193,李医生,老客户
2025-02-11,C03151,客户3151,猫,洗护,194,张医生,老客户
2025-02-11,C03477,客户3477,猫,看病,449,李医生,老客户
2025-02-11,C02821,客户2821,猫,疫苗,148,张医生,老客户
2025-02-11,C02978,客户2978,其他,疫苗,100,刘医生,新客户
2025-02-12,C03466,客户3466,狗,洗护,204,刘医生,新客户
2025-02-12,C03830,客户3830,其他,疫苗,122,张医生,新客户
2025-02-12,C03433,客户3433,狗,疫苗,119,李医生,新客户
2025-02-12,C03481,客户3481,猫,洗护,237,王医生,新客户
2025-02-12,C03195,客户3195,狗,疫苗,81,李医生,新客户
2025-02-12,C03791,客户3791,猫,体检,236,张医生,老客户
2025-02-12,C03781,客户3781,狗,疫苗,149,李医生,老客户
2025-02-12,C03247,客户3247,狗,疫苗,87,李医生,新客户
2025-02-12,C02938,客户2938,猫,疫苗,111,张医生,新客户
2025-02-12,C03269,客户3269,猫,疫苗,98,李医生,新客户
2025-02-12,C03239,客户3239,狗,疫苗,148,王医生,老客户
2025-02-12,C03130,客户3130,其他,看病,383,张医生,新客户
2025-02-12,C02909,客户2909,狗,疫苗,83,王医生,老客户
2025-02-13,C02785,客户2785,狗,看病,378,李医生,老客户
2025-02-13,C03292,客户3292,狗,疫苗,119,李医生,老客户
2025-02-13,C03054,客户3054,猫,绝育,393,张医生,新客户
2025-02-13,C03379,客户3379,猫,看病,717,李医生,老客户
2025-02-13,C03978,客户3978,其他,看病,418,陈医生,老客户
2025-02-13,C02941,客户2941,猫,疫苗,82,李医生,新客户
2025-02-13,C02873,客户2873,猫,疫苗,149,刘医生,老客户
2025-02-13,C03586,客户3586,狗,绝育,324,陈医生,老客户
2025-02-13,C02755,客户2755,其他,绝育,468,张医生,新客户
2025-02-13,C03424,客户3424,狗,疫苗,129,陈医生,新客户
2025-02-13,C03573,客户3573,猫,绝育,491,李医生,老客户
2025-02-13,C03573,客户3573,猫,疫苗,144,刘医生,新客户
2025-02-13,C03213,客户3213,猫,疫苗,149,王医生,新客户
2025-02-13,C02937,客户2937,狗,绝育,416,刘医生,新客户
2025-02-13,C03461,客户3461,狗,洗护,117,张医生,新客户
2025-02-13,C03207,客户3207,狗,洗护,169,李医生,新客户
2025-02-13,C03843,客户3843,猫,体检,168,陈医生,新客户
2025-02-13,C03479,客户3479,猫,疫苗,149,陈医生,新客户
2025-02-14,C03152,客户3152,其他,疫苗,103,张医生,新客户
2025-02-14,C03443,客户3443,猫,看病,629,王医生,新客户
2025-02-14,C02943,客户2943,狗,疫苗,81,王医生,新客户
2025-02-14,C03661,客户3661,猫,疫苗,129,张医生,老客户
2025-02-14,C02890,客户2890,狗,疫苗,98,王医生,老客户
2025-02-14,C02861,客户2861,猫,绝育,418,张医生,新客户
2025-02-14,C03080,客户3080,猫,绝育,311,张医生,新客户
2025-02-14,C03013,客户3013,狗,体检,283,王医生,老客户
2025-02-14,C03334,客户3334,狗,看病,375,李医生,老客户
2025-02-14,C03363,客户3363,狗,洗护,123,李医生,新客户
2025-02-14,C03422,客户3422,猫,绝育,426,李医生,老客户
2025-02-14,C03908,客户3908,其他,疫苗,102,李医生,新客户
2025-02-15,C03467,客户3467,猫,疫苗,118,刘医生,新客户
2025-02-15,C02814,客户2814,猫,体检,319,李医生,新客户
2025-02-15,C02872,客户2872,猫,洗护,110,李医生,新客户
2025-02-15,C03192,客户3192,狗,疫苗,92,刘医生,老客户
2025-02-15,C03478,客户3478,狗,疫苗,146,王医生,新客户
2025-02-15,C03332,客户3332,猫,疫苗,103,王医生,老客户
2025-02-15,C03008,客户3008,猫,绝育,462,李医生,老客户
2025-02-15,C03243,客户3243,猫,疫苗,140,张医生,老客户
2025-02-15,C03290,客户3290,猫,疫苗,100,张医生,新客户
2025-02-15,C02796,客户2796,猫,疫苗,107,张医生,新客户
2025-02-15,C02915,客户2915,猫,绝育,492,李医生,老客户
2025-02-15,C02948,客户2948,狗,洗护,101,李医生,新客户
2025-02-16,C03227,客户3227,狗,疫苗,138,李医生,老客户
2025-02-16,C03401,客户3401,狗,疫苗,124,张医生,新客户
2025-02-16,C03841,客户3841,猫,疫苗,104,王医生,新客户
2025-02-16,C03995,客户3995,猫,疫苗,137,张医生,新客户
2025-02-16,C02981,客户2981,狗,疫苗,123,李医生,新客户
2025-02-16,C03857,客户3857,猫,疫苗,111,王医生,新客户
2025-02-16,C02905,客户2905,狗,疫苗,109,李医生,新客户
2025-02-16,C03635,客户3635,猫,疫苗,137,刘医生,新客户
2025-02-16,C02943,客户2943,狗,体检,340,张医生,老客户
2025-02-16,C03477,客户3477,猫,疫苗,107,王医生,新客户
2025-02-16,C03478,客户3478,狗,洗护,247,刘医生,老客户
2025-02-16,C03060,客户3060,猫,洗护,193,张医生,新客户
2025-02-16,C02975,客户2975,猫,疫苗,133,刘医生,老客户
2025-02-16,C03554,客户3554,其他,绝育,467,王医生,老客户
2025-02-16,C03806,客户3806,狗,疫苗,109,李医生,新客户
2025-02-16,C03499,客户3499,猫,疫苗,119,陈医生,老客户
2025-02-16,C03305,客户3305,其他,看病,690,李医生,新客户
2025-02-17,C02796,客户2796,狗,洗护,108,王医生,老客户
2025-02-17,C02934,客户2934,狗,看病,427,刘医生,新客户
2025-02-17,C02730,客户2730,猫,绝育,541,李医生,新客户
2025-02-17,C03783,客户3783,猫,疫苗,80,李医生,新客户
2025-02-17,C02805,客户2805,狗,疫苗,147,刘医生,老客户
2025-02-17,C02819,客户2819,猫,体检,312,李医生,新客户
2025-02-17,C03299,客户3299,猫,疫苗,126,李医生,老客户
2025-02-17,C03422,客户3422,猫,看病,732,王医生,新客户
2025-02-17,C02875,客户2875,其他,体检,171,王医生,新客户
2025-02-17,C03836,客户3836,狗,体检,234,王医生,新客户
2025-02-17,C02848,客户2848,狗,看病,587,王医生,新客户
2025-02-18,C03717,客户3717,猫,绝育,377,李医生,新客户
2025-02-18,C02966,客户2966,狗,洗护,231,李医生,新客户
2025-02-18,C02750,客户2750,猫,体检,176,陈医生,新客户
2025-02-18,C02828,客户2828,其他,疫苗,82,王医生,新客户
2025-02-18,C03009,客户3009,狗,洗护,237,刘医生,老客户
2025-02-18,C02790,客户2790,狗,看病,746,刘医生,老客户
2025-02-18,C03596,客户3596,其他,看病,569,王医生,新客户
2025-02-18,C03394,客户3394,狗,洗护,147,王医生,新客户
2025-02-18,C02851,客户2851,狗,绝育,377,刘医生,新客户
2025-02-19,C03400,客户3400,猫,洗护,142,陈医生,老客户
2025-02-19,C03605,客户3605,狗,绝育,590,张医生,新客户
2025-02-19,C02758,客户2758,猫,疫苗,109,李医生,新客户
2025-02-19,C03098,客户3098,狗,看病,276,李医生,老客户
2025-02-19,C03909,客户3909,猫,疫苗,142,李医生,新客户
2025-02-19,C03436,客户3436,狗,疫苗,97,张医生,老客户
2025-02-19,C03849,客户3849,狗,疫苗,113,李医生,新客户
2025-02-19,C03241,客户3241,其他,疫苗,97,陈医生,新客户
2025-02-19,C03249,客户3249,狗,疫苗,119,张医生,新客户
2025-02-19,C03393,客户3393,其他,疫苗,86,张医生,新客户
2025-02-20,C03101,客户3101,猫,疫苗,136,刘医生,新客户
2025-02-20,C03192,客户3192,猫,体检,246,王医生,新客户
2025-02-20,C03993,客户3993,猫,疫苗,119,李医生,老客户
2025-02-20,C02764,客户2764,猫,疫苗,130,王医生,新客户
2025-02-20,C03148,客户3148,猫,绝育,580,王医生,新客户
2025-02-20,C03159,客户3159,狗,疫苗,150,刘医生,新客户
2025-02-20,C03969,客户3969,猫,疫苗,132,刘医生,新客户
2025-02-20,C02727,客户2727,狗,绝育,339,李医生,新客户
2025-02-20,C02749,客户2749,狗,疫苗,119,刘医生,老客户
2025-02-20,C03202,客户3202,狗,疫苗,138,刘医生,老客户
2025-02-21,C03644,客户3644,猫,体检,323,李医生,新客户
2025-02-21,C03883,客户3883,猫,绝育,302,张医生,新客户
2025-02-21,C03395,客户3395,狗,看病,743,李医生,新客户
2025-02-21,C03542,客户3542,猫,疫苗,116,刘医生,老客户
2025-02-21,C02930,客户2930,猫,疫苗,108,陈医生,新客户
2025-02-21,C03035,客户3035,猫,体检,275,李医生,老客户
2025-02-21,C02703,客户2703,猫,疫苗,100,王医生,新客户
2025-02-21,C02749,客户2749,猫,疫苗,108,王医生,老客户
2025-02-21,C03926,客户3926,狗,洗护,189,刘医生,新客户
2025-02-21,C03886,客户3886,猫,绝育,373,张医生,新客户
2025-02-21,C03893,客户3893,狗,看病,466,李医生,老客户
2025-02-21,C03560,客户3560,猫,疫苗,149,王医生,新客户
2025-02-21,C03786,客户3786,猫,绝育,303,刘医生,老客户
2025-02-21,C03587,客户3587,其他,洗护,154,王医生,老客户
2025-02-22,C03776,客户3776,狗,洗护,132,王医生,新客户
2025-02-22,C02738,客户2738,猫,疫苗,95,张医生,新客户
2025-02-22,C02817,客户2817,其他,疫苗,84,陈医生,新客户
2025-02-22,C03520,客户3520,狗,疫苗,129,李医生,老客户
2025-02-22,C02856,客户2856,狗,体检,341,李医生,新客户
2025-02-22,C03577,客户3577,狗,疫苗,81,刘医生,老客户
2025-02-23,C02771,客户2771,猫,体检,192,张医生,新客户
2025-02-23,C03373,客户3373,狗,看病,465,陈医生,新客户
2025-02-23,C03098,客户3098,狗,疫苗,130,刘医生,新客户
2025-02-23,C03435,客户3435,狗,疫苗,137,张医生,新客户
2025-02-23,C03185,客户3185,猫,疫苗,118,王医生,新客户
2025-02-23,C03218,客户3218,猫,洗护,128,王医生,新客户
2025-02-23,C03790,客户3790,狗,洗护,196,王医生,老客户
2025-02-23,C02761,客户2761,狗,洗护,166,李医生,新客户
2025-02-23,C03781,客户3781,其他,疫苗,96,李医生,新客户
2025-02-23,C02885,客户2885,猫,疫苗,111,刘医生,新客户
2025-02-23,C02848,客户2848,猫,绝育,600,王医生,新客户
2025-02-23,C03556,客户3556,其他,疫苗,111,李医生,新客户
2025-02-23,C03796,客户3796,猫,疫苗,94,李医生,新客户
2025-02-23,C03161,客户3161,猫,疫苗,95,李医生,老客户
2025-02-24,C03880,客户3880,狗,看病,307,王医生,新客户
2025-02-24,C03057,客户3057,猫,洗护,236,李医生,新客户
2025-02-24,C03349,客户3349,其他,疫苗,148,陈医生,老客户
2025-02-24,C03200,客户3200,其他,洗护,116,王医生,新客户
2025-02-24,C03411,客户3411,猫,疫苗,87,李医生,新客户
2025-02-24,C03974,客户3974,其他,体检,336,李医生,新客户
2025-02-24,C02914,客户2914,猫,洗护,180,李医生,新客户
2025-02-24,C03939,客户3939,猫,疫苗,129,陈医生,新客户
2025-02-24,C03015,客户3015,狗,洗护,154,陈医生,新客户
2025-02-24,C03459,客户3459,猫,绝育,341,陈医生,新客户
2025-02-24,C02904,客户2904,狗,洗护,244,李医生,老客户
2025-02-24,C03465,客户3465,猫,看病,389,王医生,新客户
2025-02-24,C03399,客户3399,猫,洗护,213,刘医生,老客户
2025-02-24,C03172,客户3172,狗,看病,288,王医生,新客户
2025-02-24,C03941,客户3941,狗,疫苗,141,李医生,新客户
2025-02-24,C03322,客户3322,猫,看病,444,张医生,老客户
2025-02-24,C03387,客户3387,狗,疫苗,139,刘医生,老客户
2025-02-24,C03508,客户3508,猫,疫苗,87,王医生,新客户
2025-02-24,C03656,客户3656,狗,疫苗,119,张医生,新客户
2025-02-24,C02749,客户2749,猫,洗护,219,王医生,新客户
2025-02-24,C03153,客户3153,猫,洗护,204,张医生,新客户
2025-02-24,C03544,客户3544,猫,洗护,162,李医生,新客户
2025-02-25,C03269,客户3269,猫,疫苗,81,张医生,老客户
2025-02-25,C03999,客户3999,猫,疫苗,80,张医生,新客户
2025-02-25,C03805,客户3805,狗,疫苗,135,陈医生,老客户
2025-02-25,C02902,客户2902,猫,疫苗,100,李医生,新客户
2025-02-25,C03838,客户3838,猫,看病,529,李医生,老客户
2025-02-25,C03201,客户3201,猫,体检,225,陈医生,新客户
2025-02-25,C03124,客户3124,狗,洗护,191,王医生,新客户
2025-02-25,C03291,客户3291,狗,疫苗,86,李医生,新客户
